
1000 0
2000 0
3000 0
4000 0
5000 0
6000 0
7000 0
8000 0
9000 0
10000 0
11000 0
12000 0
13000 0
14000 0
15000 0
16000 0
17000 0
18000 0
19000 0
20000 0
21000 0
22000 0
23000 0
24000 0
25000 0.01
26000 0
27000 0
28000 0
29000 0
30000 0.01
31000 0.01
32000 0.01
33000 0.01
34000 0.01
35000 0.01
36000 0.01
37000 0.01
38000 0.01
39000 0.01
40000 0.01
41000 0.01
42000 0.01
43000 0.01
44000 0.01
45000 0.01
46000 0.01
47000 0.01
48000 0.01
49000 0.01
50000 0.01
51000 0.01
52000 0.02
53000 0.02
54000 0.02
55000 0.02
56000 0.02
57000 0.02
58000 0.02
59000 0.02
60000 0.02
61000 0.02
62000 0.02
63000 0.02
64000 0.02
65000 0.02
66000 0.02
67000 0.02
68000 0.02
69000 0.02
70000 0.02
71000 0.02
72000 0.02
73000 0.02
74000 0.02
75000 0.02
76000 0.02
77000 0.02
78000 0.02
79000 0.02
80000 0.02
81000 0.02
82000 0.02
83000 0.02
84000 0.03
85000 0.02
86000 0.03
87000 0.03
88000 0.03
89000 0.02
90000 0.03
91000 0.03
92000 0.03
93000 0.03
94000 0.03
95000 0.03
96000 0.03
97000 0.03
98000 0.03
99000 0.03
100000 0.03
